dq1, dq2, dq3, dq4, dq5, dq6, dq7
-0.490707, 3.58721e-05, -0.259977, -0.0446889, -0.000189512, -8.99604e-05, 2.92098e-06
-0.491474, -3.08161e-05, -0.260923, -0.0420263, -1.99116e-05, 3.35508e-05, 1.4646e-05
-0.490299, -0.000107093, -0.257071, -0.0390312, 7.66072e-05, -0.000171994, -2.68827e-05
-0.489151, -8.74994e-05, -0.252781, -0.0349211, -5.14833e-05, -0.00011626, 1.47783e-05
-0.489883, 7.95028e-06, -0.253997, -0.0307106, 3.05825e-05, -0.000111583, -1.20907e-07
-0.491696, 1.68625e-05, -0.257999, -0.0268227, 8.8292e-05, -3.6095e-05, -6.7233e-06
-0.49256, 4.08453e-05, -0.259446, -0.0229109, 0.000199296, -9.60803e-05, 3.69038e-06
-0.492135, 0.000104855, -0.256009, -0.0195891, -7.18551e-05, -0.000189396, -1.8386e-05
-0.491726, 2.64439e-05, -0.25165, -0.0164554, -0.000106581, -5.05675e-05, 1.18738e-05
-0.493674, -1.63333e-06, -0.251147, -0.0137053, -0.000186038, -0.000122503, -1.408e-06
-0.494824, -2.07451e-05, -0.25372, -0.00986391, -1.83722e-05, -8.09888e-05, -6.23936e-07
-0.49482, -5.59053e-05, -0.254019, -0.00579253, 4.52358e-05, -5.59105e-05, 1.97448e-05
-0.495332, -4.7524e-06, -0.250308, -0.00212643, 0.000116148, -0.000204956, -2.46232e-05
-0.495485, -6.21699e-05, -0.248289, -0.000675366, 0.000104866, -0.000117515, 1.57796e-05
-0.495073, -8.76016e-05, -0.248002, 0.000428146, 0.000110538, -0.000252288, -6.34693e-06
-0.495578, -4.55014e-05, -0.250858, 0.00105062, -0.000143221, -0.000365394, -2.81256e-06
-0.496075, -0.000133609, -0.25191, 0.000966078, -0.000116863, -0.000175259, 1.8775e-05
-0.496889, -0.000145962, -0.24904, 0.000708403, -0.000211938, -0.00017777, -2.5053e-05
-0.496369, -9.80543e-05, -0.245912, 0.000801089, 4.48906e-05, -0.000365745, 8.91939e-06
-0.495651, -7.68123e-05, -0.24508, 0.000802119, 1.98927e-05, -0.000282203, 1.06222e-05
-0.496675, -3.40384e-05, -0.247815, 0.000815927, 0.000158295, -0.000351947, -8.63234e-06
-0.498189, -6.18082e-05, -0.249647, 0.00088878, 0.000240988, -0.000329483, 2.84441e-06
-0.498941, -1.40379e-05, -0.248764, 0.000927733, 0.000181531, -0.000359559, -1.87609e-05
-0.49862, -3.95936e-05, -0.245443, 0.000664708, -0.000111742, -0.000259428, 1.17077e-05
-0.498384, -2.42151e-05, -0.243344, 0.000795078, -0.000156291, -0.000281803, 1.18578e-05
-0.500135, -4.41036e-05, -0.244676, 0.00103303, -0.000229429, -0.00032509, -1.47545e-05
-0.500463, -5.29047e-05, -0.246308, 0.0014588, -8.03254e-05, -0.000591186, 1.34709e-05
-0.499588, -5.01351e-05, -0.244715, 0.00160078, 4.98356e-05, -0.000588975, -4.07429e-05
-0.499013, -7.5611e-05, -0.240939, 0.00191728, 0.000160892, -0.000561317, 2.86577e-05
-0.498278, -5.35274e-05, -0.23988, 0.00223772, 0.000156728, -0.000542378, -6.40169e-07
-0.498172, -6.37626e-05, -0.240018, 0.00269337, 0.000122829, -0.00060072, -2.83683e-07
-0.498833, -0.000108341, -0.242081, 0.00314889, 1.053e-06, -0.000613221, 1.32137e-05
-0.498899, -0.000134765, -0.241688, 0.00381123, -8.49642e-05, -0.000612092, -2.08355e-05
-0.498281, -0.000173165, -0.238684, 0.00409138, -0.000197821, -0.00057823, 1.07883e-05
-0.497493, -0.00014347, -0.236285, 0.0047027, -0.000141039, -0.000783447, -8.55874e-06
-0.497057, -0.000103619, -0.235849, 0.00495357, -4.11566e-05, -0.000914429, -1.04746e-05
-0.497845, -0.000139355, -0.237604, 0.00513815, 0.000141933, -0.000999163, 1.53796e-05
-0.498648, -9.51139e-05, -0.238062, 0.00513987, 0.000158998, -0.00107675, -1.3206e-05
-0.499598, -0.000135585, -0.237784, 0.00533416, 0.000113164, -0.00134471, 2.0839e-05
-0.499631, -0.000153508, -0.236447, 0.00555373, 2.88039e-05, -0.00147681, -4.10493e-06
-0.49948, -0.000188153, -0.234372, 0.0061382, -1.927e-05, -0.00170218, -1.51706e-05
-0.499592, -0.000256888, -0.232752, 0.0101277, -6.19359e-05, -0.00196221, 1.32986e-05
-0.498968, -4.71028e-05, -0.23361, 0.0167874, -5.94802e-05, -0.00167703, -1.41282e-05
-0.498512, 0.000132628, -0.232274, 0.0233422, -0.000101098, -0.00139049, 4.21142e-07
-0.499123, 0.000125506, -0.230862, 0.0304646, 8.57707e-06, -0.00115006, -6.49525e-06
-0.498574, 0.000229126, -0.228114, 0.0391132, 8.92316e-05, -0.00105687, 1.7143e-05
-0.497876, 0.000235002, -0.225728, 0.0485047, -6.72321e-05, -0.00102224, -1.24246e-05
-0.497654, 0.00011749, -0.226406, 0.0556629, 7.69809e-05, -0.000659876, 1.45155e-05
-0.49867, -4.13728e-05, -0.226573, 0.0621651, 2.07898e-06, -0.000706181, -2.37358e-07
-0.498359, -0.000111759, -0.225893, 0.0693776, 0.000139729, -0.00074671, 1.32343e-05
-0.497061, -0.000182992, -0.222495, 0.0770117, -7.68888e-05, -0.000824746, -1.41446e-05
-0.496272, -8.10905e-05, -0.220642, 0.0849059, -0.000108812, -0.000979443, -6.26799e-06
-0.49719, -2.25948e-05, -0.221636, 0.0929956, 5.15855e-06, -0.000947888, 1.05619e-05
-0.49723, 4.33817e-05, -0.22195, 0.0999506, 4.50111e-05, -0.000733704, -1.5341e-05
-0.497414, 5.25848e-05, -0.220994, 0.105669, -7.61563e-05, -0.000825652, 1.32232e-05
-0.497683, 2.33023e-05, -0.220678, 0.110445, 8.95799e-06, -0.000986514, -1.41616e-05
-0.498589, -3.63863e-05, -0.219643, 0.115665, 3.60037e-05, -0.00111119, 2.04155e-05
-0.497743, -1.61241e-05, -0.216956, 0.121768, 0.000122728, -0.00106633, -1.76442e-05
-0.496314, -7.14519e-06, -0.213569, 0.126869, 1.00834e-06, -0.00114656, -7.81879e-06
-0.496541, -3.1663e-06, -0.21351, 0.130671, -7.43124e-05, -0.00124885, -3.4648e-06
-0.49781, -8.07283e-06, -0.215393, 0.13674, 4.18286e-05, -0.00144101, 1.84859e-05
-0.496437, 1.64439e-05, -0.213884, 0.143373, 3.98789e-05, -0.00128589, -1.18295e-05
-0.495027, 2.73082e-05, -0.209879, 0.14662, -0.000163842, -0.0014107, 1.43978e-06
-0.493769, -5.46324e-05, -0.207697, 0.151522, 2.13536e-06, -0.00177299, -6.04385e-06
-0.494206, 9.15112e-06, -0.206924, 0.155784, -8.44651e-05, -0.0020403, 1.73431e-05
-0.493959, -4.93269e-05, -0.207315, 0.158513, 0.000144084, -0.00225887, -5.65409e-06
-0.493108, -7.52528e-05, -0.205874, 0.164767, 8.52116e-05, -0.00263602, -9.18741e-06
-0.492305, 0.000126823, -0.203533, 0.168106, 8.04661e-05, -0.00316351, 1.595e-05
-0.492542, -1.72155e-05, -0.202216, 0.172202, -9.24789e-05, -0.00345066, -1.29533e-05
-0.492127, 9.91475e-05, -0.200938, 0.177033, 4.44499e-05, -0.00289052, 1.42812e-05
-0.491629, 4.3936e-05, -0.199551, 0.182671, -0.000204541, -0.00317619, -1.36928e-05
-0.490154, -4.7264e-05, -0.198062, 0.187625, 8.02022e-05, -0.00258204, 6.14097e-07
-0.490802, 0.000179269, -0.196254, 0.186965, -0.000178007, -0.00193168, 6.94185e-06
-0.491156, -0.00024757, -0.196214, 0.189888, 0.000113304, -0.00215735, 1.64156e-05
-0.491432, 1.70901e-05, -0.196256, 0.192585, 0.000146311, -0.00214389, -1.94167e-05
-0.490975, -1.91178e-05, -0.19508, 0.197037, 0.000139576, -0.00261843, -1.92237e-06
-0.490578, -8.47181e-06, -0.19177, 0.198423, 8.47402e-06, -0.0019745, -8.51876e-07
-0.489788, 8.30008e-05, -0.189028, 0.20174, -9.23472e-05, -0.00267683, -7.05937e-06
-0.489158, -9.66866e-05, -0.187593, 0.205825, -0.000265161, -0.00209381, 2.35628e-05
-0.488419, 9.06219e-05, -0.188985, 0.208677, 7.47018e-05, -0.00219582, -2.95889e-05
-0.48783, -0.000140034, -0.185899, 0.211522, -5.23082e-05, -0.00195407, 2.02488e-05
-0.486435, -1.53297e-05, -0.183844, 0.21329, 0.000307814, -0.00191366, -2.43878e-05
-0.485757, -5.35177e-05, -0.17973, 0.218365, 2.96298e-05, -0.00203592, 9.21419e-06
-0.484542, -2.37157e-05, -0.179208, 0.221101, 0.000119904, -0.00188988, 4.08315e-06
-0.484878, 2.28636e-05, -0.179964, 0.224075, -8.56741e-05, -0.00175175, -4.87248e-06
-0.483579, 1.01317e-05, -0.17747, 0.224779, -9.13426e-05, -0.00173725, 1.78621e-05
-0.482836, 5.12021e-05, -0.176098, 0.226806, -0.000232682, -0.00162406, -1.21059e-05
-0.481893, 3.60412e-05, -0.173574, 0.227931, 3.56979e-05, -0.00192093, 1.46567e-05
-0.481529, -7.74657e-05, -0.173397, 0.232247, 4.78532e-05, -0.00208584, -1.35264e-05
-0.481027, -7.43584e-05, -0.17199, 0.23735, 0.000234753, -0.00212556, 1.40273e-05
-0.47969, 0.000107186, -0.169465, 0.238156, 0.000178787, -0.00138237, -1.38053e-05
-0.479351, -7.26176e-05, -0.166938, 0.238747, -4.89092e-05, -0.00158025, 7.23395e-06
-0.479888, 0.000101288, -0.166065, 0.239055, -0.000107104, -0.00132092, 1.65451e-05
-0.479232, 7.82452e-05, -0.165231, 0.241081, -0.000100839, -0.00166646, -1.93593e-05
-0.478648, 7.98231e-06, -0.164001, 0.240797, -9.80822e-05, -0.00127235, 1.14425e-05
-0.477915, -3.65054e-05, -0.162848, 0.242914, 9.53441e-05, -0.00165829, -2.82902e-05
-0.478257, -6.9559e-05, -0.160902, 0.244646, 6.36131e-05, -0.00156905, 1.41546e-05
-0.477849, -9.08881e-05, -0.160087, 0.246982, 0.000134963, -0.00158289, 1.29422e-05
-0.476386, -0.000147052, -0.156369, 0.249285, -7.90008e-05, -0.00130205, -4.09772e-05
-0.474604, -0.000165271, -0.153774, 0.253769, -2.43366e-05, -0.00163808, 2.85538e-05
-0.474448, -6.50403e-06, -0.154012, 0.256957, -4.28186e-05, -0.0016602, -2.73894e-05
-0.473564, 1.71391e-05, -0.152782, 0.257763, 3.44222e-05, -0.00142307, 1.45659e-05
-0.472572, 8.76803e-05, -0.152198, 0.257653, 6.8631e-05, -0.00145146, -1.35666e-05
-0.471485, 9.22486e-05, -0.15001, 0.257484, -7.6361e-05, -0.0019579, 2.06792e-05
-0.469863, -7.92491e-05, -0.146011, 0.260826, -5.51815e-05, -0.00235582, 1.58334e-05
-0.469811, -0.000148576, -0.14562, 0.266498, -2.4453e-05, -0.00263226, 3.46662e-07
-0.468547, 8.09792e-05, -0.144359, 0.266202, -1.0836e-05, -0.00154686, -6.51611e-06
-0.466872, -0.000144295, -0.14083, 0.266244, 3.79038e-05, -0.0018133, -9.5694e-06
-0.46667, -1.05603e-05, -0.139734, 0.267184, 2.74682e-05, -0.00175786, 1.57808e-05
-0.466201, 0.000155491, -0.1384, 0.268054, 1.50061e-06, -0.00155311, 3.2332e-07
-0.464751, -0.000124628, -0.136001, 0.270562, 6.64974e-07, -0.00173599, -1.32083e-05
-0.463688, 0.000138304, -0.136212, 0.272173, 6.43629e-05, -0.00142996, 1.41682e-05
-0.46219, -8.55312e-05, -0.133603, 0.274643, 8.18988e-05, -0.00177485, -3.91257e-07
-0.46202, -2.45505e-05, -0.129744, 0.27559, -7.04815e-05, -0.00130036, -1.73381e-07
-0.461357, -0.000110986, -0.129249, 0.278292, -3.1233e-05, -0.00165737, 6.59289e-06
-0.459949, -0.000269416, -0.128342, 0.280451, -4.58746e-05, -0.00126832, -1.70998e-05
-0.45841, -6.59943e-05, -0.126298, 0.281548, 1.17054e-05, -0.00150969, -8.9567e-07
-0.458897, -8.26388e-05, -0.125246, 0.28156, 0.000111961, -0.00110277, 6.27282e-06
-0.458091, -2.99384e-05, -0.123224, 0.28306, -3.57973e-05, -0.00126282, -1.05719e-05
-0.456673, -0.00021348, -0.120333, 0.28843, -1.58631e-05, -0.00188764, 1.53365e-05
-0.45487, -8.12494e-05, -0.119099, 0.288186, -3.90636e-05, -0.00111677, 1.26463e-07
-0.453944, -0.000189493, -0.118111, 0.288085, -6.00162e-05, -0.00158935, 5.60406e-08
-0.454081, -0.000344249, -0.11686, 0.28716, 2.67818e-05, -0.00103131, 1.33643e-05
-0.453147, -9.91552e-05, -0.115104, 0.288084, -2.01661e-05, -0.00117776, -2.07688e-05
-0.451699, -0.000190758, -0.112237, 0.290189, 4.44603e-05, -0.000848918, -2.52157e-06
-0.450884, -4.44895e-05, -0.11146, 0.292263, -1.66053e-06, -0.000970133, 1.88918e-05
-0.45105, -6.64273e-05, -0.111249, 0.293622, -6.48041e-05, -0.000710188, -3.16588e-05
-0.449048, 3.92435e-06, -0.10842, 0.295119, 0.000163488, -0.000915326, 1.26618e-05
-0.44716, -0.000191792, -0.103729, 0.297657, -6.63606e-05, -0.000786008, -7.74067e-06
-0.445636, -6.4969e-05, -0.102391, 0.298142, 3.46614e-05, -0.000541853, 1.65911e-05
-0.445227, -0.000175609, -0.102646, 0.298223, -1.66744e-05, -0.00050038, -5.98729e-06
-0.444019, -4.4446e-05, -0.101798, 0.297852, 2.46451e-05, -0.000622151, -9.33507e-06
-0.442268, -0.000313334, -0.0964769, 0.303753, 1.09212e-05, -0.00106986, 1.58846e-05
-0.440619, -0.000599328, -0.0938053, 0.30763, 2.61827e-05, -0.00075438, -1.29823e-05
-0.440875, -0.000125448, -0.0956245, 0.307026, -0.000137877, -0.000848154, 7.59867e-06
-0.440148, -0.000355898, -0.0966376, 0.304442, 1.36413e-05, -0.000509328, 1.0037e-05
-0.43771, -0.000157712, -0.0911136, 0.304672, 0.000112819, -0.000712872, -1.55736e-05
-0.436009, -0.000196686, -0.0855025, 0.307029, -6.74512e-05, -0.00096991, 1.31201e-05
-0.435055, -0.000294042, -0.0863128, 0.309122, 7.68838e-05, -0.000663377, -1.42073e-05
-0.43476, -0.000343853, -0.0880866, 0.310269, -1.93266e-05, -0.00066769, -1.96352e-05
-0.432646, -0.000486055, -0.0858962, 0.312613, 0.000130263, -0.000803069, 1.79899e-05
-0.430542, -0.000735919, -0.0790195, 0.315727, -0.000113118, -0.000682869, -5.37958e-06
-0.429343, -0.000626421, -0.0758988, 0.315672, -1.8112e-05, -0.000429402, 4.29798e-06
-0.430286, -0.00059125, -0.0790072, 0.314894, -5.07318e-05, -0.000363794, 1.90459e-06
-0.429589, -0.000709144, -0.0809652, 0.31575, -0.000107892, -0.000388115, -5.83788e-06
-0.426191, -0.000974927, -0.0762938, 0.321609, 0.000144374, -0.000952795, 1.74343e-05
-0.423497, -0.000919196, -0.0701662, 0.321448, -0.000138899, -0.000428889, -1.22955e-05
-0.42271, -0.000547479, -0.0689324, 0.319796, 0.000130653, -0.000597153, 7.903e-06
-0.423376, -0.000990043, -0.070034, 0.318196, 0.000121966, -0.000471504, 1.01718e-05
-0.422864, -0.000719011, -0.0698748, 0.318735, 0.000107444, -0.000462536, -1.55138e-05
-0.420334, -0.000765759, -0.0648726, 0.321263, -3.78183e-05, -0.000471902, -1.92871e-07
-0.417478, -0.000632962, -0.0603334, 0.322476, -0.000155567, -0.000476064, 6.58426e-06
-0.416733, -0.000580809, -0.0606911, 0.324055, -9.03e-05, -0.000411163, -3.04552e-05
-0.417718, -0.000971452, -0.0628517, 0.326517, 8.81212e-05, -0.000375745, 1.98771e-05
-0.415591, -0.000917656, -0.0600119, 0.327014, 0.000103118, -0.000319995, 8.80828e-06
-0.413454, -0.000827083, -0.0536281, 0.326486, 4.56954e-05, -0.000188514, -2.76645e-06
-0.41176, -0.000720201, -0.0517402, 0.325378, 0.000116352, -0.000397197, 1.21135e-05
-0.411116, -0.00153374, -0.0529924, 0.331848, -0.000151316, -0.00105693, -3.46747e-05
-0.409516, -0.00203439, -0.0533138, 0.333834, -9.90881e-05, -0.000334884, 2.4677e-05
-0.407392, -0.001055, -0.0497457, 0.333259, 3.08302e-05, -0.000902516, 4.26557e-06
-0.40525, -0.00133509, -0.0453616, 0.331203, 6.70587e-05, -0.000660203, 1.89023e-06
-0.40438, -0.00145919, -0.0439861, 0.331106, 0.000115128, -0.000399337, -5.83209e-06
-0.404976, -0.00182116, -0.0439505, 0.333492, -2.35993e-06, -0.000343801, -9.26629e-06
-0.403245, -0.00173465, -0.0426734, 0.334803, -2.24083e-05, -0.000265809, 1.59151e-05
-0.400102, -0.00174304, -0.0378765, 0.337579, -9.53607e-05, -0.000217885, 3.82842e-07
-0.398088, -0.00218052, -0.0351969, 0.339477, -6.3601e-05, -0.000129926, -2.65214e-05
-0.39737, -0.00207409, -0.0356778, 0.339691, 0.000260104, -0.000264458, 3.49597e-05
-0.39597, -0.00222712, -0.0348832, 0.337837, -0.000119649, -0.000183925, -1.7881e-05
-0.394015, -0.00217481, -0.0323021, 0.339311, -3.16583e-05, -0.000381812, -7.92372e-06
-0.392435, -0.00312598, -0.0286024, 0.344662, -1.4029e-05, -0.000429472, 3.17058e-06
-0.391341, -0.00252642, -0.0273433, 0.34381, 0.000132591, -0.000410537, -5.27687e-06
-0.390676, -0.00216062, -0.0267987, 0.342011, 5.3789e-06, -0.000161903, 1.76829e-05
-0.390361, -0.00243231, -0.0257432, 0.339639, -4.03415e-05, -0.000198543, -2.55248e-05
-0.388179, -0.00252602, -0.0227194, 0.340577, -7.18583e-06, -0.000168067, -1.1311e-05
-0.385484, -0.00284114, -0.0189771, 0.342327, -0.000131321, -9.44981e-05, 2.83484e-05
-0.383689, -0.00274723, -0.017946, 0.34365, -3.685e-05, -7.52364e-05, -7.45907e-06
-0.382807, -0.00317276, -0.0177093, 0.346712, 0.000197238, -0.000193511, 1.67159e-05
-0.380915, -0.00360824, -0.0150684, 0.347722, 6.60408e-05, -0.000112443, 7.37728e-07
-0.379128, -0.00327401, -0.0113622, 0.34588, -3.48031e-05, -2.98063e-05, -1.30247e-05
-0.378377, -0.00325937, -0.00957305, 0.34429, -6.87998e-05, -7.99541e-05, 1.42496e-05
-0.37727, -0.00391357, -0.00995475, 0.349865, -1.98162e-05, -0.000682758, -1.37068e-05
-0.37475, -0.00464392, -0.00806843, 0.353383, -9.42121e-05, 9.78586e-05, 6.07882e-07
-0.372606, -0.00343933, -0.00446969, 0.351632, -2.03863e-05, -0.000450486, 2.69375e-07
-0.371923, -0.00372637, -0.00264803, 0.348427, 2.30002e-05, -0.00023967, -6.5625e-06
-0.370439, -0.00431404, -0.00196093, 0.347995, 0.000149, -0.000266365, 3.77378e-06
-0.36888, -0.00500158, -0.000895653, 0.351153, 8.73901e-05, -9.8015e-05, -5.00957e-06
-0.365941, -0.00475901, -3.15272e-06, 0.352599, 6.69171e-06, -3.00946e-05, -1.55594e-05
-0.363557, -0.00471159, -0.000101504, 0.354482, -9.3137e-05, -8.00697e-05, 3.98174e-05
-0.360899, -0.00531122, -6.50014e-05, 0.355596, -5.1944e-05, 7.12944e-05, -3.57497e-05
-0.359574, -0.00527661, 1.79078e-05, 0.355349, -1.23468e-05, -3.51405e-05, 1.08612e-05
-0.35824, -0.00503439, -8.54891e-05, 0.352724, 6.92685e-05, -0.000189082, -1.52083e-05
-0.356534, -0.00532079, 0.000148978, 0.356025, 0.000116126, -0.000157205, 6.60007e-06
-0.354176, -0.00700264, 2.59752e-05, 0.358175, -1.26084e-05, 0.00012388, 2.29461e-05
-0.352264, -0.0140011, -5.52231e-05, 0.356886, -0.000133724, -9.19231e-05, -9.85307e-06
-0.350689, -0.023856, 0.00034257, 0.349988, 2.61728e-05, 5.93599e-05, -4.36626e-06
-0.348563, -0.0315265, 0.00127963, 0.33933, 1.15982e-05, -0.000160545, 1.80865e-05
-0.3467, -0.035693, 0.00178165, 0.3345, 2.64827e-05, -5.11221e-05, -1.20065e-05
-0.343312, -0.0403957, 0.00172381, 0.329704, 6.51321e-05, -2.26541e-05, 1.36133e-06
-0.339762, -0.0473046, 0.0017716, 0.326778, -4.58773e-05, -0.000103476, 6.03256e-07
-0.336627, -0.0567261, 0.000898506, 0.324106, 3.30473e-05, 6.75921e-05, 6.93705e-06
-0.335885, -0.0648051, 0.000671778, 0.321521, 4.66786e-05, 3.26153e-06, 9.74379e-06
-0.334235, -0.0691594, 0.000571307, 0.3184, 4.20476e-05, -3.19155e-05, -1.57035e-05
-0.331034, -0.0718831, 0.000987262, 0.31739, -1.34013e-05, -8.75585e-05, -2.02982e-05
-0.327187, -0.0753524, 0.00145187, 0.321815, -9.13694e-05, -3.88004e-05, 2.43659e-05
-0.324474, -0.080627, 0.00121063, 0.3217, -4.04892e-05, 9.62643e-05, -2.92452e-05
-0.323479, -0.0852467, 0.000990286, 0.317044, 6.74885e-05, 0.000129413, 2.7083e-05
-0.321023, -0.0910377, 0.00129971, 0.310597, 0.000168715, -7.61317e-05, -8.01984e-06
-0.317992, -0.0957795, 0.00202412, 0.307026, 3.20581e-05, -0.00010714, -3.55389e-06
-0.315902, -0.0996159, 0.00165775, 0.307365, -2.8519e-05, 7.26501e-05, 1.84465e-05
-0.313287, -0.103465, 0.00174899, 0.305019, 4.07588e-05, -8.7934e-05, 1.50459e-06
-0.311274, -0.107379, 0.00232332, 0.302178, -0.000163452, 8.78308e-05, 6.6674e-07
-0.309535, -0.112044, 0.00222411, 0.299217, 7.70479e-05, -2.11428e-05, 2.03168e-05
-0.308804, -0.115559, 0.00184648, 0.297945, 5.55054e-05, 3.06735e-05, -5.10608e-05
-0.306685, -0.118685, 0.00171918, 0.295086, 6.73022e-05, -2.64501e-05, 1.0746e-05
-0.304051, -0.121605, 0.00225671, 0.290676, -3.42441e-05, 8.17037e-05, 4.76193e-06
-0.302103, -0.122412, 0.00257499, 0.287934, -5.78805e-05, -5.0549e-05, -4.57168e-06
-0.299371, -0.12363, 0.00288955, 0.289455, 0.000209261, -2.24002e-05, 4.65599e-06
-0.297206, -0.126346, 0.0026619, 0.287146, -1.40618e-05, 1.0095e-05, -1.79581e-05
-0.295205, -0.126688, 0.00283463, 0.283213, -5.96086e-05, 0.000198005, -7.95789e-06
-0.291596, -0.127447, 0.00353182, 0.277866, -5.05222e-06, -0.0001525, 2.98343e-05
-0.287981, -0.127904, 0.0040343, 0.276985, 8.43273e-06, 7.92404e-05, -2.01401e-05
-0.286253, -0.128013, 0.00423028, 0.273632, 4.64425e-05, 1.74144e-06, 2.4436e-05
-0.28237, -0.126453, 0.00449063, 0.268676, 0.000127354, -3.25891e-05, -2.51097e-06
-0.279275, -0.126422, 0.00509986, 0.267033, -0.000125078, 3.22709e-05, -7.79458e-06
-0.275781, -0.128971, 0.00525637, 0.265558, 2.99845e-05, -2.57422e-05, 3.22781e-06
-0.272571, -0.130454, 0.00525231, 0.263856, 5.60124e-05, 0.000102051, -3.19426e-05
-0.271502, -0.131986, 0.00537732, 0.260126, 3.45861e-06, -1.50197e-06, 1.9218e-05
-0.268926, -0.134006, 0.00569965, 0.257118, 1.53264e-06, 3.27073e-05, 8.5162e-06
-0.265409, -0.135241, 0.00586251, 0.252449, 3.27133e-05, 4.78546e-05, -2.90803e-06
-0.263197, -0.135068, 0.00874426, 0.248784, -4.95718e-05, -7.88883e-05, 1.87327e-05
-0.260201, -0.13656, 0.0160075, 0.250384, 1.0067e-05, 5.0843e-06, -3.17415e-05
-0.260688, -0.137988, 0.0222225, 0.250445, -2.7573e-05, 7.56565e-05, 1.93071e-05
-0.261592, -0.137767, 0.0274725, 0.245241, 4.1178e-05, -5.32288e-05, 1.88596e-06
-0.260197, -0.138123, 0.0353981, 0.24228, -3.51492e-05, 0.000149922, -2.58675e-05
-0.257977, -0.139448, 0.0452568, 0.239166, -1.55759e-05, -7.37009e-05, 8.55849e-06
-0.255519, -0.138928, 0.0530358, 0.23766, -2.82648e-05, 0.000167541, 1.71442e-05
-0.255917, -0.138624, 0.0579444, 0.23182, -1.25252e-05, -0.000105936, 9.27502e-07
-0.253538, -0.138749, 0.0629158, 0.231101, 6.92088e-05, 7.31716e-05, 4.11011e-07
-0.250795, -0.14034, 0.0692298, 0.229401, -2.27277e-05, -4.09783e-05, -2.65211e-05
-0.247972, -0.13937, 0.0756915, 0.228581, 4.33252e-05, 1.52017e-05, 2.82902e-05
-0.245272, -0.140321, 0.0794892, 0.225267, 5.12331e-05, 2.67578e-05, -7.48489e-06
-0.245791, -0.140589, 0.0821598, 0.223679, -8.409e-05, 1.85392e-05, 3.36504e-06
-0.243098, -0.141042, 0.0874209, 0.221334, 1.61332e-05, 8.21543e-06, 1.49117e-06
-0.24067, -0.14235, 0.0928487, 0.220528, -7.82621e-05, 4.36711e-05, -1.93605e-05
-0.237258, -0.142109, 0.0969358, 0.216187, 0.00012547, 1.93523e-05, 1.1442e-05
-0.236661, -0.141035, 0.099848, 0.211673, -9.3879e-05, -1.81153e-05, -2.16328e-05
-0.234434, -0.141566, 0.103581, 0.209654, -2.02582e-05, -7.47613e-05, 1.71169e-05
-0.233641, -0.143116, 0.10623, 0.209766, 2.3057e-05, 5.36255e-05, 7.58513e-06
-0.232295, -0.143169, 0.10709, 0.208435, 5.29425e-05, 1.70937e-05, -3.00117e-05
-0.229449, -0.144447, 0.11002, 0.207157, 5.54949e-05, 4.09356e-05, 4.00828e-05
-0.22692, -0.142444, 0.115863, 0.201973, -6.08389e-05, 4.48433e-05, -2.89502e-05
-0.225873, -0.142117, 0.118199, 0.200096, 2.64367e-05, -4.68619e-05, 1.38743e-05
-0.22615, -0.14246, 0.117259, 0.198544, -9.64748e-06, 5.92477e-06, 6.14821e-06
-0.222642, -0.142938, 0.119672, 0.195447, 4.91215e-05, 0.000242869, -3.06484e-05
-0.22046, -0.142917, 0.125493, 0.191485, -3.16291e-05, -0.00011928, 4.64825e-05
-0.218179, -0.144302, 0.126023, 0.191277, 1.80181e-05, 4.72493e-05, -1.27748e-05
-0.217675, -0.144976, 0.126132, 0.189811, -4.54122e-05, 6.76503e-05, -1.90004e-05
-0.214589, -0.144254, 0.128969, 0.186338, 7.59785e-05, -9.01374e-05, 1.16015e-05
-0.213481, -0.145075, 0.130921, 0.185793, -1.97083e-05, 9.35241e-05, -2.15621e-05
-0.211169, -0.145419, 0.132586, 0.182222, 2.33006e-05, 8.07111e-06, 3.04877e-05
-0.209563, -0.145691, 0.134626, 0.181113, -6.44339e-05, -3.09312e-06, -6.5111e-06
-0.207571, -0.147227, 0.135096, 0.180608, 9.95834e-05, 8.53843e-05, 3.79656e-06
-0.20622, -0.147767, 0.136418, 0.177168, -8.40073e-05, -1.55451e-05, 1.50218e-05
-0.20378, -0.147793, 0.13912, 0.175483, 5.88756e-05, 1.98024e-05, -3.33859e-05
-0.201304, -0.148919, 0.141432, 0.17174, -8.06839e-05, -4.4619e-05, 1.19087e-05
-0.201435, -0.149471, 0.139813, 0.170229, 1.76426e-05, 8.70161e-05, 5.27717e-06
-0.200185, -0.149843, 0.13921, 0.166949, 1.84897e-05, 1.85388e-05, -4.34336e-06
-0.200311, -0.150141, 0.140604, 0.163841, 8.19346e-06, -9.85733e-05, 4.75717e-06
-0.195529, -0.15098, 0.143097, 0.163905, 7.83706e-05, 0.000103137, -4.57379e-06
-0.195092, -0.151759, 0.144762, 0.161838, -0.000104079, -3.43691e-05, 4.65505e-06
-0.192035, -0.153553, 0.14516, 0.16237, 3.93095e-05, 9.15461e-05, 1.54023e-05
-0.191822, -0.154568, 0.14563, 0.157975, -1.46146e-05, 8.72799e-05, -3.9887e-05
-0.188657, -0.154123, 0.146779, 0.153905, 5.75919e-05, 1.19859e-05, 1.56975e-05
